"","ResponseId","course","evound1","evound2","evound3","evound4","evound5","evound6","evound7","evound8","evound9","evound10","evound11","evound12","evound13","evound14","micro1","micro2","micro3","micro4","micro5","micro6","micro7","micro8","macro1","macro2","macro3","macro4","macro5","macro6","macro7","macro8","human1","human2","human3","human4","human5","human6","human7","human8","rel1","rel2","rel3","rel4","rel","evound","microaccept","macroaccept","humaccept","evoaccept","relthirds"
"10973","R_Uga0otl41rY1omB",74,1,0,1,1,1,1,1,0,1,1,1,1,1,1,5,5,4,4,5,4,5,4,4,4,4,4,4,2,4,4,4,2,4,4,4,4,5,4,2,3,2,4,2.75,0.857142857142857,4.5,3.75,3.875,4.04166666666667,"mod"
"10974","R_ugdGZR3fpkCebJv",13,1,1,0,1,1,0,1,1,1,1,1,1,0,1,5,5,4,5,5,4,5,4,5,5,5,5,5,4,3,4,4,4,5,4,4,5,5,4,1,2,1,3,1.75,0.785714285714286,4.625,4.5,4.375,4.5,"low"
"10975","R_UGEnaIXneLXIhnH",44,0,1,1,0,1,1,1,1,0,1,1,1,1,0,4,4,4,4,4,4,4,2,2,3,3,1,3,3,4,2,2,3,2,1,3,3,1,1,5,5,5,5,5,0.714285714285714,3.75,2.625,2,2.79166666666667,"high"
"10976","R_uggPls3KYOzYD7j",73,0,0,1,1,1,1,1,1,1,1,1,1,1,1,4,5,4,4,5,3,4,4,4,5,4,4,5,5,5,4,5,4,4,4,4,4,4,4,4,2,2,3,2.75,0.857142857142857,4.125,4.5,4.125,4.25,"mod"
"10977","R_ughF9aT5IZ3Wi3L",78,0,0,1,1,1,0,0,1,0,1,1,1,0,0,4,4,4,5,5,4,4,4,5,5,4,3,4,4,5,1,4,4,4,4,5,5,2,4,4,5,5,5,4.75,0.5,4.25,3.875,4,4.04166666666667,"high"
"10978","R_ugNLvtw9o8luygp",41,0,0,1,1,1,1,1,0,0,0,1,1,0,0,5,4,5,5,5,5,5,5,4,5,5,3,5,5,5,3,4,5,5,3,5,5,3,5,4,3,2,2,2.75,0.5,4.875,4.375,4.375,4.54166666666667,"mod"
"10979","R_ugoej1AU8ggsTqp",10,1,1,1,1,1,1,1,1,1,1,0,1,1,1,5,4,5,5,5,4,4,4,5,4,4,5,4,4,3,3,4,5,4,4,4,5,4,4,4,3,4,4,3.75,0.928571428571429,4.5,4,4.25,4.25,"mod"
"10980","R_ugp3HZh6cS3HMeR",73,0,0,1,1,1,1,1,1,0,1,1,1,1,1,4,4,5,4,4,5,3,5,4,4,4,4,4,5,3,4,5,4,4,4,5,4,4,4,1,3,2,3,2.25,0.785714285714286,4.25,4,4.25,4.16666666666667,"mod"
"10981","R_UgPUPgFdZGHqAH7",40,1,0,1,1,1,1,1,1,0,1,1,1,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,5,3,5,3.75,0.714285714285714,4,4,4,4,"mod"
"10982","R_UgrIGZQU6H2fU77",1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,4,4,5,4,5,4,4,4,3,5,4,4,4,0.785714285714286,4.875,4.875,4.25,4.66666666666667,"high"
"10983","R_UgZ2o9fT13RQicN",44,1,0,0,1,0,1,1,1,1,1,1,1,1,1,5,4,4,5,5,3,5,4,4,4,4,2,5,3,4,3,3,4,4,3,4,2,3,4,5,5,4,4,4.5,0.785714285714286,4.375,3.625,3.375,3.79166666666667,"high"
"10984","R_UH2EllF51Sej889",7,1,0,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,4,4,4,5,3,4,4,4,4,4,5,4,4,2,4,5,3,5,5,5,4.5,0.928571428571429,5,4,4,4.33333333333333,"high"
"10985","R_uh95Uqsvekdacy5",56,1,0,1,1,1,1,1,1,0,1,1,1,1,0,5,5,4,4,5,4,5,4,5,4,5,3,5,4,4,3,5,3,4,4,5,5,5,4,1,3,1,4,2.25,0.785714285714286,4.5,4.125,4.375,4.33333333333333,"mod"
"10986","R_UhaKHiKEpEJa3M5",56,0,0,1,1,0,1,1,1,0,1,1,1,1,1,4,4,3,4,4,5,5,4,4,4,4,4,5,3,4,4,5,4,4,5,4,4,4,3,2,5,4,4,3.75,0.714285714285714,4.125,4,4.125,4.08333333333333,"mod"
"10987","R_UhC7TDp7LiKbd2V",44,0,0,1,1,1,1,1,1,1,1,1,1,1,0,5,5,4,5,5,4,5,4,3,3,3,3,4,3,4,1,2,2,2,1,2,2,1,4,5,5,5,5,5,0.785714285714286,4.625,3,2,3.20833333333333,"high"
"10988","R_UhjIdzrnUnZoxxL",16,0,0,1,1,1,1,0,1,0,1,1,0,1,0,4,4,4,3,4,4,4,4,4,4,4,3,4,3,4,2,3,4,4,3,4,4,3,4,2,4,3,2,2.75,0.571428571428571,3.875,3.5,3.625,3.66666666666667,"mod"
"10989","R_UhVFzU1oMPLuM01",17,1,1,1,1,1,1,1,1,0,1,1,1,0,1,5,4,5,4,5,5,4,4,5,1,5,5,5,4,4,3,5,4,4,5,4,5,5,5,3,5,4,3,3.75,0.857142857142857,4.5,4,4.625,4.375,"mod"
"10990","R_UhwGN8UGg3gnoJP",34,0,1,1,1,1,1,1,1,1,1,1,1,1,0,5,4,5,5,5,5,5,5,5,5,5,5,5,3,5,4,5,5,5,4,4,4,4,5,3,5,5,4,4.25,0.857142857142857,4.875,4.625,4.5,4.66666666666667,"high"
"10991","R_UiQXNNxfqeXGX3r",35,1,1,1,1,1,1,1,1,1,1,1,1,1,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,0.928571428571429,5,5,5,5,"high"
"10992","R_UiRNOzRjsRaiZ2h",56,0,0,0,1,0,1,0,1,0,1,1,1,1,0,4,4,4,4,2,3,4,3,4,3,4,3,4,3,3,2,3,4,4,4,4,4,4,3,2,4,2,2,2.5,0.5,3.5,3.25,3.75,3.5,"mod"
"10993","R_ujP8a2MNUPitWG5",69,0,0,1,1,1,1,1,1,0,1,1,0,0,1,5,4,5,5,5,5,5,4,4,3,3,3,4,3,4,3,3,4,4,3,4,4,3,3,1,4,3,4,3,0.642857142857143,4.75,3.375,3.5,3.875,"mod"
"10994","R_uk2LyFxvq2neBFL",76,1,0,1,1,0,1,1,1,0,1,1,1,0,0,4,4,5,4,2,4,5,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,5,5,4,4,4.5,0.642857142857143,4,3.75,4,3.91666666666667,"high"
"10995","R_ukaerXHGBwf1rfH",9,0,1,0,1,0,1,0,1,0,1,1,1,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,0.571428571428571,4,3.5,4,3.83333333333333,"high"
"10996","R_ukbeyqKxHYBzB7P",48,0,1,1,1,1,1,1,1,0,1,1,0,1,0,4,5,5,4,5,3,3,5,5,5,5,4,5,4,5,3,3,4,3,3,5,4,3,4,1,3,1,3,2,0.714285714285714,4.25,4.5,3.625,4.125,"low"
"10997","R_UKgp10tVrepRUNX",1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,1,1,1,1,1,0.857142857142857,5,5,4.875,4.95833333333333,"low"
"10998","R_UKmdhLWluEFl1Tz",8,1,0,1,1,1,1,1,0,0,1,0,1,1,0,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,3,4,4,4,4,4,4,4,3,2,5,5,4,4,0.642857142857143,4,3.5,3.875,3.79166666666667,"high"
"10999","R_UKnG3xPAx7gzYxX",49,1,1,1,1,1,1,1,1,0,1,1,1,0,0,2,2,4,2,3,4,4,3,4,4,4,1,4,3,4,1,3,1,2,1,1,1,1,5,4,5,5,5,4.75,0.785714285714286,3,3.125,1.875,2.66666666666667,"high"
"11000","R_UKonYFV1rpVLzLX",9,1,1,0,1,1,1,1,1,0,1,1,1,1,0,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,0.785714285714286,4,3.875,4,3.95833333333333,"high"
"11001","R_UL2hT1px29HR9ux",48,1,0,0,0,0,1,0,1,0,1,1,1,0,0,4,5,4,4,5,3,5,4,4,5,4,4,5,5,4,3,4,4,1,5,5,5,5,5,4,4,4,4,4,0.428571428571429,4.25,4.25,4.25,4.25,"high"
"11002","R_UL6AYxWzM1ye3uh",74,0,1,1,0,1,1,1,0,0,1,1,0,0,0,4,5,5,4,5,5,4,5,3,4,4,4,5,3,4,2,4,4,4,4,4,4,4,4,2,3,3,3,2.75,0.5,4.625,3.625,4,4.08333333333333,"mod"
"11003","R_UlJ4T2B9XoUI2NH",56,0,1,1,1,0,1,1,1,1,1,0,1,1,0,5,5,5,5,5,4,3,4,4,4,4,4,5,4,5,3,4,4,4,4,5,4,4,5,1,3,1,3,2,0.714285714285714,4.5,4.125,4.25,4.29166666666667,"low"
"11004","R_UljWdAZifm8EW1b",70,1,1,1,1,1,1,1,1,0,1,1,1,1,1,4,4,4,4,5,4,4,3,4,4,3,3,4,3,4,3,2,3,3,2,4,4,3,3,2,4,3,4,3.25,0.928571428571429,4,3.5,3,3.5,"mod"
"11005","R_UllFhJL4HCas2nn",48,0,1,1,1,0,1,1,1,0,1,0,1,1,0,4,4,4,5,4,4,4,4,4,4,4,2,4,4,4,2,4,4,4,4,4,4,4,3,2,4,2,2,2.5,0.642857142857143,4.125,3.5,3.875,3.83333333333333,"mod"
"11006","R_ULN7zoGBqpXlu01",18,1,0,1,1,1,1,1,0,1,0,1,1,1,1,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,2,3,2,2,3,3,2,3,5,5,5,5,5,0.785714285714286,3.125,3.125,2.5,2.91666666666667,"high"
"11007","R_Ulqe5KHo5w6vUo9",41,0,0,1,0,1,1,1,0,0,0,1,0,1,0,4,4,4,4,4,4,4,3,4,4,3,4,4,3,4,2,4,4,4,4,4,3,4,4,3,4,3,3,3.25,0.428571428571429,3.875,3.5,3.875,3.75,"mod"
"11008","R_ulvB85WYGbEsSk1",55,1,0,1,1,1,1,1,0,0,0,1,1,0,0,4,5,5,4,5,5,5,5,5,3,5,3,4,4,4,4,4,3,4,3,3,3,5,4,1,2,1,4,2,0.571428571428571,4.75,4,3.625,4.125,"low"
"11009","R_Ulw0QpwVeB3kyAN",30,1,0,0,0,1,1,1,0,0,0,0,0,0,0,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,4,2,2,2.25,0.285714285714286,3,3,3,3,"mod"
"11010","R_um3dWBxPhG2PgK5",67,1,0,1,1,1,1,1,1,0,1,1,1,0,1,5,4,4,5,5,4,5,4,4,4,4,3,4,4,5,3,4,3,4,5,3,3,5,4,4,5,4,4,4.25,0.785714285714286,4.5,3.875,3.875,4.08333333333333,"high"
"11011","R_Um3pi1nPWVbhMeR",10,1,0,1,1,0,1,1,0,0,1,1,0,0,0,4,5,4,4,4,4,4,4,5,1,5,3,5,4,5,3,4,2,3,4,2,2,4,3,2,4,3,3,3,0.5,4.125,3.875,3,3.66666666666667,"mod"
"11012","R_UM8UgrqmA4KK2id",33,0,0,1,0,1,1,1,1,0,0,1,1,0,0,4,4,4,4,4,3,4,3,4,4,4,3,4,4,5,4,4,4,3,4,4,3,4,4,1,1,3,2,1.75,0.5,3.75,4,3.75,3.83333333333333,"low"
"11013","R_UMbPw5Jw1AC0iVH",8,1,0,1,1,1,1,1,1,0,1,1,1,0,1,4,5,5,5,5,5,5,5,5,5,5,5,5,3,4,5,5,5,5,4,5,5,5,5,1,2,2,4,2.25,0.785714285714286,4.875,4.625,4.875,4.79166666666667,"mod"
"11014","R_UMhKE5ASVdrYQSd",8,1,0,1,1,1,1,1,1,1,1,1,1,1,0,5,5,5,5,5,5,5,5,5,4,4,5,5,4,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,0.857142857142857,5,4.625,5,4.875,"low"
"11015","R_umHLScA82LqaNEd",68,1,0,1,1,1,1,1,1,0,1,1,1,1,1,3,4,3,3,4,2,4,4,4,4,3,4,4,3,4,2,3,2,4,3,3,2,4,4,4,5,4,4,4.25,0.857142857142857,3.375,3.5,3.125,3.33333333333333,"high"
"11016","R_UMIrQxVlmmudi5X",78,0,0,1,1,1,1,1,1,1,1,0,1,1,0,5,4,4,5,4,4,4,3,4,2,2,3,4,4,4,2,4,4,4,3,4,4,4,3,5,5,5,5,5,0.714285714285714,4.125,3.125,3.75,3.66666666666667,"high"
"11017","R_UmRe019zizDNb7b",51,1,0,1,0,1,1,1,1,0,1,1,1,1,0,5,5,4,5,5,5,5,5,5,5,5,5,5,2,4,5,5,4,5,5,4,5,5,5,2,4,4,5,3.75,0.714285714285714,4.875,4.5,4.75,4.70833333333333,"mod"
"11018","R_umrXme3nSmO1y6t",43,1,0,1,1,1,1,1,1,1,1,1,1,0,1,5,4,5,5,5,4,5,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,1,3,1,1,1.5,0.857142857142857,4.625,3.875,4,4.16666666666667,"low"
"11019","R_UMUhTVgKoPgZNAJ",7,1,0,1,0,1,1,1,1,0,1,1,0,1,0,5,5,5,4,4,5,5,5,4,5,5,5,5,3,5,4,5,3,5,4,3,3,5,4,1,3,2,3,2.25,0.642857142857143,4.75,4.5,4,4.41666666666667,"mod"
"11020","R_UMXUMZA9mjq8pFf",23,0,1,1,1,0,1,0,0,0,0,1,1,0,0,4,5,4,5,4,3,4,5,5,3,4,3,5,4,4,4,2,3,2,2,4,4,4,4,2,5,2,5,3.5,0.428571428571429,4.25,4,3.125,3.79166666666667,"mod"
"11021","R_UmYrzEAC6h1LusF",7,0,0,1,1,1,1,1,0,0,1,1,1,1,0,4,5,5,5,5,3,3,3,5,3,5,3,5,3,4,5,3,4,4,3,3,3,3,4,3,5,3,3,3.5,0.642857142857143,4.125,4.125,3.375,3.875,"mod"
"11022","R_Un1S4gAnCJo2ndv",56,1,1,1,0,1,1,1,1,1,1,1,1,1,1,5,5,4,5,5,5,5,5,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,0.928571428571429,4.875,3.875,4,4.25,"low"
"11023","R_UN5fTvvjzh0mx21",68,1,0,1,0,1,1,1,0,0,0,1,1,0,0,3,4,4,3,4,4,3,3,3,2,4,3,4,3,3,4,3,2,3,3,3,3,3,3,2,5,3,5,3.75,0.5,3.5,3.25,2.875,3.20833333333333,"mod"
"11024","R_UojTdEiWaulYSqt",54,1,0,0,1,1,1,1,1,1,0,1,1,1,0,4,4,5,5,4,4,4,4,2,2,3,1,2,2,3,1,1,3,2,2,3,3,2,4,4,4,4,4,4,0.714285714285714,4.25,2,2.5,2.91666666666667,"high"
"11025","R_UouogQXkMNtr2iB",14,1,0,1,0,1,1,0,1,0,0,0,0,1,0,4,5,5,5,5,5,5,4,5,3,3,3,3,3,3,3,3,5,3,3,5,5,1,5,1,3,1,5,2.5,0.428571428571429,4.75,3.25,3.75,3.91666666666667,"mod"
"11026","R_upFhb11fqrHzW5b",8,0,0,1,1,1,1,1,1,1,1,0,1,1,0,4,4,4,4,4,4,4,4,4,2,4,5,4,2,4,2,2,3,4,4,4,4,4,4,2,3,2,5,3,0.714285714285714,4,3.375,3.625,3.66666666666667,"mod"
"11027","R_UPHSN3qHxKM8k1z",52,0,0,1,1,1,1,1,1,0,1,0,0,0,0,4,4,3,4,4,3,4,3,4,3,3,3,4,2,4,1,4,2,1,2,2,2,2,4,4,5,2,4,3.75,0.5,3.625,3,2.375,3,"mod"
"11028","R_upKS5Qfm2PvhGKt",54,1,0,0,0,1,1,1,1,1,1,1,0,1,0,4,4,4,4,4,4,4,4,4,3,4,2,4,2,4,2,3,4,4,4,4,4,4,4,4,4,4,4,4,0.642857142857143,4,3.125,3.875,3.66666666666667,"high"
"11029","R_UPU3Z3agnR3fr8Z",68,1,0,1,0,1,1,1,1,1,1,1,0,1,0,5,4,3,5,5,5,5,5,5,5,5,1,5,5,3,1,5,5,5,5,5,5,5,3,1,1,1,4,1.75,0.714285714285714,4.625,3.75,4.75,4.375,"low"
"11030","R_UPxXoFmihBXWZgt",71,1,1,1,1,1,1,1,1,1,1,1,1,0,0,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,4,5,5,5,4,4,5,4,5,2,4,4,4,3.5,0.857142857142857,5,4.625,4.625,4.75,"mod"
"11031","R_UPy381fU8utBotj",10,1,0,1,1,1,1,1,1,0,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,1,4,3,2,2.5,0.857142857142857,4,3.875,4,3.95833333333333,"mod"
"11032","R_UQ5fCFu8Cy5xUsN",41,0,0,1,1,1,1,1,1,1,1,1,1,0,0,5,4,4,5,4,4,4,4,4,4,4,2,4,4,4,2,2,3,3,2,3,3,3,4,4,4,4,3,3.75,0.714285714285714,4.25,3.5,2.875,3.54166666666667,"mod"
"11033","R_uqC1DfzdCGxbB1n",8,0,0,1,1,1,1,1,1,1,1,1,0,1,1,5,5,5,5,5,5,5,5,5,5,5,5,3,5,4,4,5,5,5,5,5,5,5,5,4,4,3,4,3.75,0.785714285714286,5,4.5,5,4.83333333333333,"mod"
"11034","R_uqfMQFkzOm26JuV",29,1,1,1,1,1,1,1,1,1,1,1,1,0,1,5,4,5,5,5,4,5,4,4,5,3,3,4,3,4,3,4,3,4,4,3,3,3,3,3,5,4,4,4,0.928571428571429,4.625,3.625,3.375,3.875,"high"
"11035","R_UQIGVCwjw4CptXr",50,1,0,0,0,1,1,1,0,0,0,1,0,1,0,4,4,5,3,4,4,4,3,4,3,4,3,4,3,2,3,3,3,3,3,3,3,3,3,3,5,4,4,4,0.428571428571429,3.875,3.25,3,3.375,"high"
"11036","R_UR5gZdntlQ57wn7",56,1,0,0,0,0,1,0,1,1,1,1,0,1,0,4,4,4,4,4,4,4,4,4,3,3,2,4,3,3,2,2,2,3,2,2,2,2,3,5,5,5,5,5,0.5,4,3,2.25,3.08333333333333,"high"
"11037","R_UR5lXeVPV0eJhER",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,4,4,4,4,4,4,4,5,5,4,4,4,5,4,3,5,4,4,4,5,5,4,4,5,3,4,3,3,3.25,0.928571428571429,4.125,4.25,4.375,4.25,"mod"
"11038","R_urGytNoDEHy7loR",30,1,0,1,0,1,1,1,1,0,1,1,1,0,1,5,5,5,4,4,5,5,5,4,4,5,3,4,4,4,2,4,2,3,4,3,3,4,4,5,5,5,4,4.75,0.714285714285714,4.75,3.75,3.375,3.95833333333333,"high"
"11039","R_urmQyNaPwxiUp9f",16,0,0,1,0,1,1,0,1,1,1,0,0,0,0,4,5,5,4,5,3,5,4,4,1,3,3,4,2,5,2,3,4,4,4,4,4,4,4,3,4,4,4,3.75,0.428571428571429,4.375,3,3.875,3.75,"mod"
"11040","R_URT7LE7c9het0qd",76,1,0,0,1,1,1,1,0,1,1,0,0,0,1,4,5,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,3,4,3,4,4,4,4,3,4,3,3,3.25,0.571428571428571,4.125,3.75,3.75,3.875,"mod"
"11041","R_UrTtUPbRZmbMc8x",52,1,1,0,1,1,1,0,1,0,1,0,1,0,0,4,4,3,2,3,4,2,2,2,2,2,3,3,3,3,2,2,2,2,1,1,2,3,4,4,5,4,4,4.25,0.571428571428571,3,2.5,2.125,2.54166666666667,"high"
"11042","R_urX9zo2GVeFnYK5",48,1,0,0,1,0,1,1,1,0,1,0,0,0,0,4,5,5,4,5,3,5,4,4,4,5,3,4,4,4,2,1,2,2,1,4,4,2,4,4,5,4,4,4.25,0.428571428571429,4.375,3.75,2.5,3.54166666666667,"high"
"11043","R_URZUfFWPBNRMCGZ",37,1,0,0,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,4,4,5,4,4,4,4,4,2,4,4,3,4,3,4,4,4,1,5,1,3,2.5,0.857142857142857,4.875,3.875,3.75,4.16666666666667,"mod"
"11044","R_us4e55WzlIPLj4R",68,0,0,1,0,1,1,0,1,1,1,0,1,1,0,4,4,4,3,2,4,1,1,3,2,2,2,3,2,2,2,1,1,1,1,1,1,1,3,5,5,5,4,4.75,0.571428571428571,2.875,2.25,1.25,2.125,"high"
"11045","R_UsBc6R3jbavNOCd",48,1,0,1,1,0,1,1,1,0,1,1,1,0,0,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,3,4,4,3,3,4,4,2,3,2,2,2.25,0.642857142857143,4,3.75,3.5,3.75,"mod"
"11046","R_UsbcSDg54LkFiuZ",36,1,0,1,0,1,0,1,1,1,0,1,1,1,1,4,4,5,5,5,5,3,4,5,5,5,4,5,4,5,4,5,2,5,5,4,3,5,5,1,1,1,3,1.5,0.714285714285714,4.375,4.625,4.25,4.41666666666667,"low"
"11047","R_USKE4Ev7M52SiZj",73,1,0,1,1,1,1,1,1,1,1,1,0,1,0,4,4,4,4,4,3,5,4,4,4,4,4,4,3,4,2,4,4,4,4,4,4,4,4,1,3,3,4,2.75,0.785714285714286,4,3.625,4,3.875,"mod"
"11048","R_usNHuS0qncqMOOJ",74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,5,2,5,5,5,4,5,5,5,5,5,5,4,3,5,5,5,5,5,5,5,5,1,2,1,1,1.25,1,4.25,4.625,5,4.625,"low"
"11049","R_UswOk6iewGMtYvn",14,1,0,0,1,1,1,0,0,1,1,1,0,0,0,4,5,5,5,5,4,5,5,5,5,5,5,4,5,4,4,4,4,5,4,4,5,5,4,1,2,2,4,2.25,0.5,4.75,4.625,4.375,4.58333333333333,"mod"
"11050","R_UsXlq84nd10spON",57,1,1,1,1,1,1,0,1,0,1,0,1,0,1,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,3,3,4,4,4,4,4,4,4,3,5,5,4,4.25,0.714285714285714,4,3.625,3.875,3.83333333333333,"high"
"11051","R_Ut3aY8c62U9QIGB",56,1,0,1,1,1,1,1,0,1,1,0,1,1,0,4,3,4,5,4,4,4,5,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,0.714285714285714,4.125,3.875,3.875,3.95833333333333,"mod"
"11052","R_Utg9H0WHfiaPkBj",40,0,0,1,0,0,0,1,0,1,0,1,0,1,0,2,3,4,4,3,2,2,3,4,4,3,4,3,4,3,3,2,2,4,4,2,2,2,4,4,5,5,5,4.75,0.357142857142857,2.875,3.5,2.75,3.04166666666667,"high"
"11053","R_UtKDrnbHrulanzb",41,1,0,1,0,1,1,1,1,1,1,1,1,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,3,4,4,3,4,2,5,3,4,3.5,0.714285714285714,4,4,3.5,3.83333333333333,"mod"
"11054","R_Uu5MwjewiZM2e1H",55,1,1,1,1,1,1,1,0,1,1,1,1,0,1,4,3,5,5,5,5,3,5,3,3,3,4,4,3,3,4,4,4,5,4,4,4,4,4,1,2,1,3,1.75,0.857142857142857,4.375,3.375,4.125,3.95833333333333,"low"
"11055","R_UuAkDIgySSS0bSh",67,0,1,1,1,0,1,1,1,1,1,1,1,0,1,5,5,4,4,5,3,5,4,4,3,3,2,4,4,4,3,2,3,3,2,3,3,2,4,3,5,4,3,3.75,0.785714285714286,4.375,3.375,2.75,3.5,"mod"
"11056","R_UuQ8rKoYQc5mSml",33,1,0,1,1,1,1,1,1,0,1,1,1,1,0,4,4,4,4,4,3,4,3,3,4,3,1,4,3,4,1,2,2,3,2,2,3,2,3,5,5,5,5,5,0.785714285714286,3.75,2.875,2.375,3,"high"
"11057","R_UuRB5o3wtO2uHU5",44,1,0,1,0,1,1,0,1,1,1,1,1,1,0,4,4,5,4,5,4,4,4,4,4,3,2,5,2,2,1,3,1,4,3,4,4,1,4,5,5,5,5,5,0.714285714285714,4.25,2.875,3,3.375,"high"
"11058","R_UuT6fzyt0HVla5b",37,0,0,1,0,1,1,1,1,0,1,1,1,0,0,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,1,4,1,5,2.75,0.571428571428571,4.875,4.875,4.875,4.875,"mod"
"11059","R_uvJDOfVWSvpRhrr",38,1,1,1,1,1,1,1,1,1,1,0,1,1,1,4,4,5,5,5,4,5,5,4,3,3,2,4,4,4,1,1,4,4,2,4,4,2,4,3,5,5,5,4.5,0.928571428571429,4.625,3.125,3.125,3.625,"high"
"11060","R_uvMtypteUFsUb5v",14,1,0,0,1,1,1,1,1,0,1,1,0,0,1,5,4,5,5,5,4,5,5,4,4,4,2,4,5,4,1,4,4,4,3,4,4,3,3,5,5,5,5,5,0.642857142857143,4.75,3.5,3.625,3.95833333333333,"high"
"11061","R_UVWBwfv8XSJnOeJ",74,1,0,1,1,1,1,1,1,0,1,1,1,1,0,4,5,5,4,5,5,5,5,5,5,5,4,4,5,5,3,5,3,3,5,4,3,5,5,2,4,3,4,3.25,0.785714285714286,4.75,4.5,4.125,4.45833333333333,"mod"
"11062","R_uwcVc9SK6SEPMkN",80,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,4,5,5,5,5,5,4,5,5,4,5,3,5,4,4,5,5,4,4,5,4,1,4,1,1,1.75,1,4.875,4.5,4.375,4.58333333333333,"low"
"11063","R_uwE1uWLKlxlH8SB",68,1,0,0,0,1,1,1,0,0,1,1,0,1,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,4,2,2,2.25,0.5,5,5,5,5,"mod"
"11064","R_UWOyDtbDInQY0P7",32,1,0,0,1,1,1,1,1,0,1,1,1,1,0,4,5,5,4,4,3,4,2,4,3,3,3,4,3,4,1,1,2,2,4,2,2,3,4,5,5,5,5,5,0.714285714285714,3.875,3.125,2.5,3.16666666666667,"high"
"11065","R_UX9sgCIZvdUHKc9",55,1,0,1,1,1,1,1,1,0,1,1,1,1,0,4,5,5,4,4,3,5,3,4,4,4,2,4,4,4,1,3,3,4,4,4,4,4,3,2,3,2,2,2.25,0.785714285714286,4.125,3.375,3.625,3.70833333333333,"mod"
"11066","R_UxAj9w0jUyo3HJD",14,1,1,1,0,1,1,0,1,1,1,1,0,0,1,4,5,5,5,5,5,5,4,4,4,4,3,5,5,4,3,4,4,5,3,4,5,3,4,1,1,1,1,1,0.714285714285714,4.75,4,4,4.25,"low"
"11067","R_uxgGVPxYWLVvIel",8,1,0,1,1,1,1,0,1,1,1,1,1,0,1,5,5,4,5,4,4,5,5,4,4,4,5,5,4,4,5,4,5,4,4,4,5,5,4,1,2,1,4,2,0.785714285714286,4.625,4.375,4.375,4.45833333333333,"low"
"11068","R_uxIAQr1LnMtztVT",57,0,0,1,1,1,1,1,0,0,1,1,0,0,1,4,5,4,4,5,3,5,3,4,3,3,4,4,2,2,4,5,5,4,4,4,5,5,4,1,5,4,4,3.5,0.571428571428571,4.125,3.25,4.5,3.95833333333333,"mod"
"11069","R_uxJSAjjtUAp8ADf",40,1,0,1,1,1,1,1,1,1,1,1,1,1,1,4,4,5,5,5,5,5,5,5,5,5,4,4,5,4,4,5,2,4,4,2,2,4,4,4,5,5,5,4.75,0.928571428571429,4.75,4.5,3.375,4.20833333333333,"high"
"11070","R_UxvbwwfI90CTIsh",56,1,0,1,1,0,1,0,1,0,0,0,0,1,0,4,5,3,2,3,4,2,4,4,4,4,3,5,4,4,1,3,4,4,5,5,5,5,4,2,1,3,3,2.25,0.428571428571429,3.375,3.625,4.375,3.79166666666667,"mod"
